,year,make,model,trim,body,transmission,state,condition,odometer,color,interior,sellingprice,saleyear
4384,2004,Chevrolet,Silverado 1500,Base,Extended Cab,automatic,ca,1.9,154277.0,silver,black,3400,2014
4388,2005,Saturn,ION,2,Sedan,automatic,ca,1.9,92040.0,black,gray,1300,2014
4389,2004,BMW,3 Series,325i,Sedan,automatic,ca,2.0,183370.0,white,beige,1400,2015
4390,2005,Mitsubishi,Lancer,ES,Sedan,automatic,ca,2.5,112738.0,blue,gray,2000,2014
4393,2005,Mercedes-Benz,E-Class,E320,Sedan,automatic,ca,3.6,158768.0,silver,black,4700,2014
4394,2004,Audi,A4,1.8T,Sedan,automatic,ca,2.1,115302.0,gray,black,2500,2014
4395,2005,Nissan,Altima,2.5 S,Sedan,automatic,ca,1.9,149690.0,gray,gray,2200,2014
4396,2005,Porsche,Cayenne,S,SUV,automatic,ca,2.6,69138.0,gray,gray,12000,2014
4398,2004,Chevrolet,Silverado 2500HD,LT,Crew Cab,automatic,ca,2.0,119798.0,black,gray,8750,2014
4399,2005,Mercedes-Benz,CLK-Class,CLK320,Coupe,automatic,ca,2.9,114180.0,black,black,4500,2014
4400,2005,Mercedes-Benz,C-Class,C230 Kompressor,Sedan,automatic,ca,2.3,80568.0,black,black,6250,2014
4401,2005,Nissan,350Z,Touring,Convertible,manual,ca,1.9,119541.0,white,gray,4300,2014
4404,2005,Volkswagen,New Beetle,GLS 1.8T,Convertible,automatic,ca,2.8,60592.0,yellow,black,4100,2014
4405,2005,Toyota,Prius,Base,Hatchback,automatic,ca,2.2,254338.0,red,beige,3200,2015
4406,2005,Volvo,S80,T6,Sedan,automatic,ca,2.3,110067.0,black,black,2800,2014
4407,2005,Volvo,S40,2.4i,Sedan,automatic,ca,2.7,100125.0,black,gray,3500,2014
4408,2005,Toyota,4Runner,SR5,SUV,automatic,ca,4.1,146086.0,gray,gray,6700,2014
4409,2004,Audi,A4,1.8T,Convertible,automatic,ca,2.5,164121.0,gray,tan,2600,2014
4410,2005,Volvo,S40,2.4i,Sedan,automatic,ca,3.7,131652.0,silver,black,2900,2014
4412,2005,Nissan,350Z,Enthusiast,Convertible,manual,ca,3.1,91590.0,black,black,6400,2014
4414,2005,Volkswagen,Jetta,2.5 PZEV,Sedan,automatic,ca,2.5,137764.0,gray,black,2500,2014
4415,2004,Cadillac,DeVille,Base,Sedan,automatic,ca,3.9,73395.0,gold,beige,3000,2014
4416,2004,Nissan,350Z,Touring,Convertible,manual,ca,1.9,109865.0,white,gray,4700,2014
4417,2004,Ford,Expedition,XLT,SUV,automatic,ca,2.3,140020.0,green,beige,2600,2014
4418,2004,Toyota,Camry,LE V6,Sedan,automatic,ca,4.2,107479.0,white,gray,6500,2014
4419,2004,Hyundai,Sonata,Base,Sedan,automatic,ca,3.0,130817.0,white,tan,300,2014
4421,2004,Mercedes-Benz,C-Class,C230,Hatchback,automatic,ca,3.8,174966.0,silver,black,2600,2014
4424,2004,Lexus,RX 330,Base,SUV,automatic,ca,2.8,161626.0,blue,beige,8800,2014
4425,2004,Honda,Civic,LX,Sedan,manual,ca,3.5,166941.0,white,beige,3500,2014
4426,2004,HUMMER,H2,Base,SUV,automatic,ca,2.5,110235.0,white,beige,16000,2014
4427,2004,Hyundai,Santa Fe,GLS,SUV,automatic,ca,2.7,107230.0,silver,gray,2500,2014
4429,2004,Mazda,Mazda6,s,Hatchback,automatic,ca,2.0,165777.0,gray,black,900,2014
4430,2004,Infiniti,G35,Base,Sedan,automatic,ca,2.0,130261.0,white,beige,4300,2014
4433,2004,Infiniti,G35,Base,Coupe,automatic,ca,3.1,117689.0,white,black,8800,2014
4435,2004,GMC,Yukon,SLE,SUV,automatic,ca,4.1,64836.0,green,gray,8500,2014
4436,2004,Lexus,SC 430,Base,Convertible,automatic,ca,2.8,96362.0,silver,beige,13400,2014
4437,2004,Nissan,Armada,LE,SUV,automatic,ca,3.6,137094.0,black,gray,7600,2014
4442,2004,Mercedes-Benz,C-Class,C230,Sedan,manual,ca,1.9,125240.0,silver,black,2800,2014
4443,2004,Honda,Odyssey,LX,Minivan,automatic,ca,1.9,167934.0,gold,tan,1700,2014
4444,2004,Saturn,VUE,Base,SUV,manual,ca,2.9,138624.0,red,gray,1400,2014
4446,2004,GMC,Envoy XUV,SLE,SUV,automatic,ca,2.9,71019.0,silver,gray,5000,2014
4457,2004,Chevrolet,Impala,Base,Sedan,automatic,ca,3.8,70326.0,white,gray,3000,2014
4458,2004,Pontiac,Grand Prix,GT1,Sedan,automatic,ca,1.9,216866.0,green,black,700,2015
4459,2004,Nissan,Altima,2.5,Sedan,automatic,ca,2.4,119462.0,black,gray,3100,2014
4461,2004,Honda,Civic,Value Package,Coupe,manual,ca,1.9,165660.0,black,gray,1500,2014
4464,2004,Mazda,Mazda3,s,Hatchback,automatic,ca,2.8,146248.0,red,black,3000,2014
4466,2004,Chevrolet,Aveo,LS,Hatchback,automatic,ca,2.8,92967.0,blue,gray,2200,2014
4468,2004,Dodge,Durango,ST,SUV,automatic,ca,2.9,79243.0,gray,gray,4700,2014
4469,2004,Chevrolet,Corvette,Base,Convertible,automatic,ca,2.9,40771.0,gray,black,14600,2014
4470,2004,Ford,Focus,ZX3,Hatchback,manual,ca,1.9,100003.0,silver,black,1950,2014
4471,2004,Mercury,Monterey,Premier,Minivan,automatic,ca,3.6,155237.0,gray,gray,1900,2014
4474,2004,Saab,3-Sep,Aero,Sedan,automatic,ca,4.6,105592.0,gray,gray,3400,2014
4475,2004,Nissan,Xterra,SE,SUV,automatic,ca,2.0,136819.0,green,gray,2000,2014
4476,2004,Nissan,Altima,2.5,Sedan,automatic,ca,2.3,148916.0,silver,gray,2500,2014
4477,2004,Chevrolet,Express Cargo,2500,Van,automatic,ca,2.0,136966.0,white,gray,2300,2014
4478,2004,Chevrolet,Avalanche,1500,Crew Cab,automatic,ca,1.0,1.0,black,tan,1000,2014
4479,2004,Mercedes-Benz,S-Class,S430,Sedan,automatic,ca,2.7,167981.0,gray,black,3500,2015
4480,2004,GMC,Sierra 2500HD,Base,Crew Cab,automatic,ca,2.5,145697.0,black,gray,14000,2015
4481,2004,Ford,Explorer,XLT,SUV,automatic,ca,2.8,169665.0,gray,beige,3100,2014
4482,2004,Mercedes-Benz,SL-Class,SL500,Convertible,automatic,ca,4.1,48033.0,blue,beige,19500,2014
4484,2004,GMC,Envoy XL,SLE,SUV,automatic,ca,3.6,100462.0,gray,gray,6400,2014
4485,2004,Mercedes-Benz,CL-Class,CL600,Coupe,automatic,ca,2.0,85514.0,black,black,6000,2015
4486,2004,Ford,F-150,XLT,SuperCrew,automatic,ca,3.6,158597.0,black,gray,5300,2015
4488,2004,Dodge,Ram Pickup 3500,SLT,Quad Cab,manual,ca,3.9,106576.0,white,gray,15000,2014
4489,2004,Ford,Mustang,Premium,Coupe,automatic,ca,1.9,140705.0,orange,black,2000,2014
4491,2004,Nissan,Murano,SL,SUV,automatic,ca,2.6,99641.0,silver,black,6700,2014
4492,2004,Nissan,Quest,3.5 S,Minivan,automatic,ca,2.5,110295.0,gray,gray,5250,2014
4493,2004,Chevrolet,Tahoe,LS,SUV,automatic,ca,3.4,184566.0,gray,tan,3500,2014
4496,2004,Saturn,VUE,Base,SUV,automatic,ca,2.9,93728.0,silver,gray,2500,2015
4497,2004,Nissan,Armada,LE,SUV,automatic,ca,1.6,154815.0,black,gray,4900,2014
4498,2004,Saab,3-Sep,Arc,Convertible,automatic,ca,2.3,135511.0,gray,beige,2300,2014
4499,2004,Mercedes-Benz,CLK-Class,CLK320,Coupe,automatic,ca,2.0,76668.0,black,gray,3700,2014
4501,2004,Ford,Explorer,XLT,SUV,automatic,ca,1.9,137018.0,white,gray,1000,2014
4502,2004,Chrysler,PT Cruiser,GT,Wagon,automatic,ca,2.0,151908.0,white,black,400,2014
4503,2004,Chrysler,PT Cruiser,Touring Edition,Wagon,automatic,ca,2.7,112250.0,red,gray,2000,2014
4504,2004,Nissan,Altima,3.5 SE,Sedan,automatic,ca,1.9,93226.0,gold,tan,2600,2014
4507,2004,Chrysler,PT Cruiser,Base,Wagon,automatic,ca,3.6,140791.0,silver,gray,1300,2014
4508,2004,Chrysler,PT Cruiser,Touring Edition,Wagon,automatic,ca,1.9,81145.0,beige,black,1500,2015
4510,2004,Jeep,Liberty,Sport,SUV,manual,ca,3.2,168115.0,black,gray,1700,2014
4511,2004,Ford,Excursion,Eddie Bauer,SUV,automatic,ca,4.1,136583.0,gray,brown,12250,2014
4513,2004,Ford,F-150,XL,SuperCab,automatic,ca,2.0,98430.0,white,gray,5300,2014
4514,2004,Mercury,Mountaineer,Convenience,SUV,automatic,ca,2.9,174857.0,silver,gray,1700,2014
4516,2004,Jeep,Grand Cherokee,Laredo,SUV,automatic,ca,2.0,143586.0,blue,black,1700,2014
4517,2004,Infiniti,G35,Base,Coupe,automatic,ca,3.5,77708.0,beige,tan,9600,2014
4519,2004,Toyota,Land Cruiser,Base,SUV,automatic,ca,2.9,140844.0,black,beige,14000,2014
4520,2004,Honda,Accord,EX,Sedan,automatic,ca,1.0,145340.0,gray,gray,4400,2014
4522,2004,GMC,Yukon,SLE,SUV,automatic,ca,2.3,255674.0,gray,gray,3900,2014
4523,2004,Chevrolet,Malibu Maxx,LT,Hatchback,automatic,ca,2.3,90590.0,black,gray,2000,2014
4525,2004,Toyota,Celica,GTS,Hatchback,manual,ca,1.9,170813.0,black,black,2000,2015
4527,2004,Mercedes-Benz,C-Class,C230,Sedan,automatic,ca,2.9,117475.0,white,gray,3400,2014
4528,2004,Nissan,Armada,SE,SUV,automatic,ca,1.9,136587.0,white,gray,5400,2014
4530,2004,Lexus,LS 430,Base,Sedan,automatic,ca,2.1,190870.0,black,tan,6500,2015
4531,2004,Saab,3-Sep,Linear,Sedan,automatic,ca,2.0,1.0,gray,gray,500,2015
4532,2004,Pontiac,Grand Am,SE1,Sedan,automatic,ca,3.0,150002.0,black,black,1350,2014
4533,2004,Chevrolet,Impala,SS,Sedan,automatic,ca,2.2,142814.0,black,gray,2100,2014
4534,2004,Hyundai,Santa Fe,GLS,SUV,automatic,ca,1.9,179057.0,blue,gray,800,2015
4535,2004,Lexus,RX 330,Base,SUV,automatic,ca,2.8,186331.0,blue,gray,8700,2014
4536,2004,Nissan,Maxima,3.5 SL,Sedan,automatic,ca,2.7,100049.0,black,black,4600,2014
4537,2004,Nissan,Maxima,3.5 SL,Sedan,automatic,ca,2.1,158551.0,blue,gray,3800,2014
4538,2004,Lincoln,Navigator,Luxury,SUV,automatic,ca,1.9,128817.0,silver,beige,2600,2014
4540,2004,Toyota,Matrix,Base,Wagon,manual,ca,2.7,134528.0,black,gray,3700,2015
4541,2004,Ford,Mustang,Premium,Convertible,automatic,ca,2.1,108549.0,red,tan,2100,2015
4542,2004,Chevrolet,Suburban,1500 LS,SUV,automatic,ca,1.9,239877.0,white,gray,2000,2014
4543,2004,Infiniti,FX45,Base,SUV,automatic,ca,2.9,166992.0,gray,black,6200,2014
4544,2004,GMC,Envoy,SLE,SUV,automatic,ca,3.6,200539.0,burgundy,beige,1800,2014
4546,2004,Honda,Accord,EX V-6,Sedan,automatic,ca,2.3,235680.0,blue,gray,2700,2014
4548,2004,Mercedes-Benz,E-Class,E500 4MATIC,Wagon,automatic,ca,3.6,131731.0,black,black,5600,2014
4549,2004,Jeep,Grand Cherokee,Laredo,SUV,automatic,ca,2.5,138018.0,black,black,2800,2014
4551,2004,Infiniti,G35,Base,Sedan,automatic,ca,1.9,143942.0,white,beige,3200,2014
4554,2004,Chevrolet,Express Cargo,2500,Van,automatic,ca,1.0,167944.0,blue,purple,1700,2014
4555,2004,Chevrolet,Tahoe,LS,SUV,automatic,ca,1.9,172896.0,black,beige,1000,2014
4556,2004,Mitsubishi,Endeavor,XLS,SUV,automatic,ca,2.2,139892.0,black,black,2400,2014
4557,2004,Honda,Civic,Value Package,Coupe,automatic,ca,3.0,164116.0,blue,gray,1900,2014
4559,2004,Chevrolet,Tahoe,LS,SUV,automatic,ca,3.5,186591.0,white,gray,4900,2014
4560,2004,Nissan,Xterra,XE,SUV,automatic,ca,2.8,150641.0,silver,beige,3200,2014
4561,2004,Mazda,Mazda6,s,Sedan,automatic,ca,2.7,147601.0,white,tan,1600,2015
4562,2004,Chrysler,Concorde,LXi,Sedan,automatic,ca,3.3,126973.0,gray,gray,1200,2014
4563,2004,Mercedes-Benz,S-Class,S430,Sedan,automatic,ca,1.9,190379.0,silver,black,2900,2014
4565,2004,Pontiac,Grand Prix,GT1,Sedan,automatic,ca,2.4,141011.0,gold,beige,1000,2014
4567,2004,Ford,F-150,XLT,SuperCrew,automatic,ca,1.9,127672.0,white,gray,6300,2014
4568,2003,Infiniti,FX45,Base,SUV,automatic,ca,2.5,162446.0,blue,tan,5100,2014
4569,2003,Mercury,Marauder,Base,Sedan,automatic,ca,4.6,38273.0,blue,black,13800,2014
4570,2003,Ford,Taurus,SES Deluxe,Sedan,automatic,ca,2.8,180770.0,silver,beige,900,2014
4571,2003,Dodge,Durango,SLT,SUV,automatic,ca,2.0,106348.0,white,gray,2100,2014
4572,2004,Toyota,Tundra,SR5,Double Cab,automatic,ca,2.4,77667.0,gray,gray,12200,2014
4573,2004,Volvo,XC90,2.5T,SUV,automatic,ca,4.0,129353.0,gold,tan,4700,2014
4575,2004,Volvo,S40,T5,Sedan,automatic,ca,2.7,78322.0,gray,gray,4500,2014
4577,2003,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,ca,3.6,85005.0,green,tan,6100,2014
4578,2003,Acura,TL,3.2,Sedan,automatic,ca,1.9,163419.0,gray,black,1300,2015
4579,2003,Ford,Explorer,XLT,SUV,automatic,ca,2.1,199797.0,blue,gray,1200,2014
4580,2004,Volvo,C70,LPT,Convertible,automatic,ca,1.9,92260.0,black,beige,900,2015
4585,2003,Chevrolet,Tahoe,LS,SUV,automatic,ca,1.9,150625.0,white,gray,2800,2014
4586,2003,Infiniti,G35,Base,Coupe,automatic,ca,1.9,185598.0,white,tan,3600,2014
4589,2003,Audi,A4,3.0 quattro,Sedan,automatic,ca,2.1,147523.0,silver,gray,2000,2014
4591,2003,Ford,Expedition,XLT Value,SUV,automatic,ca,2.8,139947.0,blue,black,2800,2014
4592,2003,Dodge,Ram Pickup 1500,ST,Quad Cab,automatic,ca,2.2,145224.0,silver,black,3500,2014
4595,2003,GMC,Yukon XL,Denali,SUV,automatic,ca,3.0,175090.0,white,beige,3700,2014
4596,2003,Lexus,SC 430,Base,Convertible,automatic,ca,3.4,100649.0,silver,beige,11250,2014
4597,2003,BMW,5 Series,525i,Sedan,automatic,ca,1.9,157578.0,gray,black,1650,2014
4601,2003,GMC,Yukon,Denali,SUV,automatic,ca,2.8,95641.0,green,gray,8900,2014
4602,2004,Volkswagen,Passat,GLS 1.8T 4Motion,Sedan,automatic,ca,3.6,119353.0,green,gray,600,2014
4603,2004,Toyota,Sequoia,SR5,SUV,automatic,ca,1.8,197843.0,silver,gray,3300,2015
4605,2003,Cadillac,CTS,Base,Sedan,automatic,ca,1.9,136373.0,white,beige,3000,2014
4608,2003,Acura,RSX,Type-S,Hatchback,manual,ca,2.0,104049.0,black,black,3700,2014
4609,2003,Lincoln,LS,Premium,Sedan,automatic,ca,2.6,95782.0,white,beige,2000,2014
4610,2003,Infiniti,Q45,Premium,Sedan,automatic,ca,2.9,168305.0,black,black,3500,2014
4613,2004,Toyota,Tundra,Limited,Double Cab,automatic,ca,2.7,195397.0,white,beige,5500,2014
4615,2003,Chevrolet,Blazer,LS,SUV,automatic,ca,2.3,139926.0,black,gray,600,2015
4617,2003,Honda,Civic,EX,Coupe,automatic,ca,2.1,135052.0,gray,beige,2550,2014
4618,2003,HUMMER,H2,Base,SUV,automatic,ca,4.0,89283.0,black,gray,17000,2014
4619,2003,Kia,Sorento,EX,SUV,automatic,ca,2.3,156109.0,red,gray,1500,2014
4620,2003,Buick,LeSabre,Custom,Sedan,automatic,ca,3.5,185688.0,blue,gray,700,2014
4623,2004,Toyota,Sienna,XLE 7-Passenger,Minivan,automatic,ca,3.4,142801.0,blue,gray,6300,2014
4624,2003,Honda,Pilot,EX,SUV,automatic,ca,2.0,1.0,blue,gray,3750,2014
4625,2003,Honda,CR-V,LX,SUV,automatic,ca,3.8,126795.0,blue,black,4700,2014
4626,2003,Chevrolet,Silverado 1500,LS,Extended Cab,automatic,ca,2.0,999999.0,gray,gray,700,2014
4628,2003,Mercedes-Benz,E-Class,E320,Sedan,automatic,ca,2.1,237982.0,black,beige,2700,2014
4629,2003,Ford,F-150,XLT,SuperCrew,automatic,ca,4.2,62583.0,white,gray,8000,2014
4631,2003,Chevrolet,Tahoe,LS,SUV,automatic,ca,1.0,144826.0,gray,gray,3700,2014
4632,2003,Mitsubishi,Outlander,XLS,SUV,automatic,ca,4.3,194590.0,white,gray,1500,2014
4633,2003,Kia,Rio,Base,Sedan,automatic,ca,2.8,84657.0,red,gray,1500,2014
4634,2003,Ford,Mustang,Premium,Convertible,automatic,ca,1.0,164902.0,white,brown,1150,2014
4635,2003,Mercedes-Benz,E-Class,E320,Sedan,automatic,ca,1.9,107311.0,blue,beige,3300,2014
4636,2003,Honda,Accord,EX V-6,Coupe,automatic,ca,3.2,108352.0,black,black,4500,2014
4637,2003,BMW,M3,Base,Coupe,automatic,ca,3.7,114461.0,—,black,8400,2014
4638,2003,Honda,Accord,LX,Sedan,automatic,ca,4.3,132083.0,white,beige,5200,2014
4639,2003,BMW,3 Series,330Ci,Convertible,automatic,ca,2.6,89863.0,white,black,6000,2014
4640,2003,BMW,7 Series,745Li,Sedan,automatic,ca,1.0,156453.0,silver,black,2800,2014
4642,2003,Hyundai,Santa Fe,GLS,SUV,automatic,ca,2.6,169162.0,silver,gray,1150,2014
4644,2003,Honda,Civic,DX,Sedan,automatic,ca,2.8,237509.0,white,gray,2100,2014
4645,2003,Mercedes-Benz,E-Class,E500,Sedan,automatic,ca,2.4,138865.0,white,beige,3200,2014
4646,2004,Volvo,XC90,T6,SUV,automatic,ca,3.0,134229.0,black,tan,3500,2014
4647,2004,Volkswagen,New Beetle,GLS,Convertible,automatic,ca,3.1,96675.0,silver,black,2100,2014
4649,2003,BMW,X5,3.0i,SUV,automatic,ca,3.7,115737.0,red,beige,6800,2014
4651,2003,Acura,TL,3.2,Sedan,automatic,ca,2.5,117949.0,silver,black,3700,2014
4652,2003,BMW,3 Series,330i,Sedan,automatic,ca,2.4,123226.0,black,black,3600,2014
4654,2003,Mazda,MPV,ES,Minivan,automatic,ca,2.4,137007.0,gray,beige,1900,2014
4655,2003,Ford,F-250 Super Duty,XLT,Crew Cab,automatic,ca,3.4,149919.0,blue,gray,15500,2014
4656,2003,Acura,TL,3.2,Sedan,automatic,ca,4.0,150085.0,black,black,2400,2014
4657,2003,Lexus,LS 430,Base,Sedan,automatic,ca,3.5,144969.0,silver,black,5700,2014
4658,2003,Cadillac,CTS,Base,Sedan,automatic,ca,2.2,144648.0,silver,silver,2400,2014
4659,2004,Volkswagen,Touareg,V6,SUV,automatic,ca,1.0,128887.0,gray,black,1800,2014
4662,2003,Mitsubishi,Montero,Limited,SUV,automatic,ca,2.7,141789.0,gray,beige,2900,2014
4665,2004,Toyota,Sequoia,SR5,SUV,automatic,ca,4.0,65253.0,white,beige,9000,2014
4666,2003,Lexus,LS 430,Base,Sedan,automatic,ca,2.8,83514.0,silver,black,9400,2014
4668,2003,Mitsubishi,Eclipse,GS,Hatchback,automatic,ca,3.1,86878.0,silver,black,3400,2014
4671,2003,Infiniti,G35,Base,Coupe,automatic,ca,2.3,119008.0,silver,black,5900,2014
4672,2003,Lexus,ES 300,Base,Sedan,automatic,ca,3.7,75330.0,silver,gray,6900,2014
4673,2003,Cadillac,CTS,Base,Sedan,automatic,ca,2.7,127812.0,silver,gray,1800,2014
4674,2003,Acura,TL,3.2,Sedan,automatic,ca,1.9,169168.0,black,black,1500,2015
4675,2004,Volvo,S60,2.4,Sedan,automatic,ca,2.1,128927.0,black,beige,1500,2014
4676,2003,Jeep,Liberty,Sport,SUV,automatic,ca,2.7,167604.0,red,black,2200,2015
4679,2003,Audi,A4,1.8T,Sedan,automatic,ca,2.0,120830.0,gray,black,800,2014
4683,2003,Ford,Focus,SE,Sedan,automatic,ca,1.0,163481.0,black,gray,350,2014
4684,2003,HUMMER,H2,Base,SUV,automatic,ca,4.7,80968.0,orange,gray,17000,2014
4686,2003,Mercedes-Benz,CLK-Class,CLK320,Convertible,automatic,ca,3.5,76506.0,silver,black,5500,2014
4687,2003,Ford,Explorer,XLT,SUV,automatic,ca,2.8,147608.0,gray,beige,1850,2014
4688,2003,Ford,Thunderbird,Premium,Convertible,automatic,ca,1.9,135934.0,white,black,4700,2014
4691,2003,BMW,X5,3.0i,SUV,automatic,ca,2.8,157635.0,green,tan,3300,2014
4692,2003,Buick,Century,Base,Sedan,automatic,ca,1.9,128235.0,beige,tan,700,2014
4693,2003,BMW,7 Series,745i,Sedan,automatic,ca,3.0,128194.0,black,beige,2100,2015
4694,2003,Ford,F-150,King Ranch,SuperCrew,automatic,ca,2.6,116813.0,black,gray,9800,2014
4696,2003,Ford,Expedition,XLT Popular,SUV,automatic,ca,2.7,128427.0,silver,gray,2600,2014
4697,2003,Ford,Expedition,XLT Popular,SUV,automatic,ca,2.9,160342.0,green,beige,2450,2014
4700,2003,Chevrolet,Cavalier,Base,Coupe,manual,ca,2.0,82420.0,white,beige,400,2014
4701,2003,Chevrolet,Venture,LS,Minivan,automatic,ca,1.9,153296.0,silver,beige,750,2014
4702,2003,Lincoln,Navigator,Luxury,SUV,automatic,ca,2.4,118847.0,silver,beige,3150,2014
4703,2003,Cadillac,CTS,Base,Sedan,automatic,ca,2.7,139307.0,white,beige,3200,2014
4704,2003,Chevrolet,S-10,LS,Regular Cab,automatic,ca,2.2,156643.0,gold,gray,1800,2014
4706,2003,Honda,Pilot,EX,SUV,automatic,ca,4.3,184878.0,silver,gray,4200,2014
4707,2003,Chevrolet,Impala,Base,Sedan,automatic,ca,2.0,218049.0,gold,tan,300,2015
4712,2003,Hyundai,Santa Fe,LX,SUV,automatic,ca,3.0,162616.0,silver,gray,1000,2014
4713,2003,GMC,Envoy,SLE,SUV,automatic,ca,2.5,265702.0,white,gray,900,2014
4714,2004,Volkswagen,Passat,GLS 1.8T 4Motion,Sedan,automatic,ca,3.5,185549.0,white,gray,1000,2014
4715,2003,Honda,Civic,Hybrid,Sedan,automatic,ca,1.9,91841.0,blue,beige,2500,2014
4716,2004,Volvo,S60,2.5T,Sedan,automatic,ca,2.9,32506.0,black,gray,4200,2015
4720,2003,Chevrolet,Malibu,Base,Sedan,automatic,ca,2.6,73895.0,silver,silver,2000,2014
4721,2003,Mercedes-Benz,SL-Class,SL500,Convertible,automatic,ca,1.9,94256.0,silver,black,6500,2014
4723,2003,Chevrolet,Corvette,Z06,Coupe,manual,ca,2.8,70180.0,red,black,12500,2014
4725,2003,Suzuki,XL-7,Limited,SUV,automatic,ca,1.9,105581.0,silver,gray,1700,2014
4727,2002,Honda,CR-V,EX,SUV,automatic,ca,2.9,131791.0,gold,beige,2900,2014
4729,2002,Chrysler,Sebring,Limited,Convertible,automatic,ca,2.0,81454.0,blue,gray,1850,2014
4730,2003,Toyota,4Runner,Limited,SUV,automatic,ca,4.0,123147.0,black,gray,9200,2014
4732,2002,GMC,Yukon XL,Denali,SUV,automatic,ca,1.9,175192.0,black,beige,2500,2014
4734,2002,GMC,Envoy,SLE,SUV,automatic,ca,1.9,189646.0,blue,gray,1300,2014
4736,2003,Toyota,Tundra,SR5,Access Cab,automatic,ca,1.9,72248.0,green,gray,6700,2014
4738,2002,Chevrolet,Silverado 1500HD,LS,Crew Cab,automatic,ca,1.9,161157.0,white,black,3100,2014
4740,2002,Honda,Accord,EX V-6,Sedan,automatic,ca,3.7,94890.0,black,silver,5600,2014
4743,2002,Mercedes-Benz,C-Class,C320,Sedan,automatic,ca,2.9,137055.0,red,gray,2500,2014
4744,2003,Toyota,Corolla,S,Sedan,automatic,ca,3.2,99607.0,white,gray,5550,2015
4746,2002,GMC,Savana Cargo,2500,Van,automatic,ca,2.6,81086.0,white,gray,4000,2014
4748,2002,Jeep,Wrangler,Sahara,SUV,automatic,ca,3.6,49947.0,black,green,12000,2014
4750,2002,Chevrolet,Silverado 1500,Base,Extended Cab,automatic,ca,2.0,119225.0,burgundy,gray,3000,2015
4751,2003,Nissan,Altima,2.5 SL,Sedan,automatic,ca,2.0,45966.0,green,tan,1200,2014
4752,2002,Jaguar,X-Type,2.5,Sedan,automatic,ca,3.7,130364.0,silver,black,900,2015
4755,2002,Ford,Expedition,XLT,SUV,automatic,ca,2.1,100116.0,silver,gray,1400,2014
4756,2002,Lincoln,LS,Sport,Sedan,automatic,ca,1.9,115532.0,black,black,500,2014
4757,2003,Saturn,VUE,Base,SUV,automatic,ca,3.7,148781.0,silver,gray,1100,2014
4758,2002,GMC,Yukon XL,1500 SLE,SUV,automatic,ca,1.9,180587.0,blue,beige,2000,2014
4759,2002,GMC,Sonoma,SLS,Crew Cab,automatic,ca,4.1,107691.0,red,black,5300,2014
4760,2002,Ford,F-150,XLT,SuperCrew,automatic,ca,3.2,113104.0,blue,silver,5100,2014
4761,2002,Chrysler,PT Cruiser,Base,Wagon,automatic,ca,1.9,136430.0,purple,gray,850,2014
4763,2003,Toyota,Corolla,CE,Sedan,manual,ca,2.5,162899.0,silver,gray,2600,2014
4764,2002,Dodge,Dakota,SLT,Club Cab,automatic,ca,2.5,210359.0,green,beige,1100,2014
4765,2003,Toyota,Highlander,Base,SUV,automatic,ca,2.2,161548.0,silver,silver,5500,2014
4767,2002,Lexus,SC 430,Base,Convertible,automatic,ca,2.7,209301.0,blue,beige,4600,2014
4768,2002,Audi,A4,3.0 quattro,Sedan,automatic,ca,1.0,127271.0,blue,gray,600,2014
4769,2003,Volkswagen,Jetta,GL,Wagon,automatic,ca,1.9,113706.0,blue,gray,2400,2014
4770,2002,Lexus,IS 300,Base,Sedan,manual,ca,1.9,166739.0,blue,black,3500,2014
4771,2002,Mercedes-Benz,SL-Class,SL500,Convertible,automatic,ca,3.7,63605.0,silver,gray,14250,2014
4772,2002,Chevrolet,Suburban,1500 LS,SUV,automatic,ca,2.0,149353.0,red,beige,900,2015
4773,2002,Chevrolet,Silverado 1500,LS,Extended Cab,automatic,ca,2.6,255689.0,gold,gray,3200,2014
4774,2002,Hyundai,Santa Fe,LX,SUV,automatic,ca,2.6,119924.0,black,gray,1400,2014
4777,2002,Chrysler,Sebring,LXi,Convertible,automatic,ca,3.4,95442.0,gold,tan,1000,2014
4786,2002,Kia,Sedona,EX,Minivan,automatic,ca,2.0,122662.0,red,tan,400,2014
4787,2002,Honda,Accord,EX V-6,Sedan,automatic,ca,1.9,137622.0,green,tan,1300,2014
4788,2002,BMW,X5,3.0i,SUV,automatic,ca,1.9,127773.0,green,beige,3900,2014
4790,2003,Nissan,Altima,2.5 SL,Sedan,automatic,ca,1.9,117903.0,green,beige,2900,2014
4791,2002,Mercedes-Benz,E-Class,E320 4MATIC,Wagon,automatic,ca,2.5,131391.0,blue,tan,1500,2015
4792,2003,Volvo,XC90,T6,SUV,automatic,ca,1.9,208906.0,black,beige,1350,2014
4793,2002,Honda,Odyssey,EX,Minivan,automatic,ca,2.4,154202.0,silver,gray,1950,2015
4796,2002,Lincoln,LS,Base,Sedan,automatic,ca,2.0,187444.0,black,black,250,2014
4797,2002,Nissan,Altima,2.5 SL,Sedan,automatic,ca,2.3,237972.0,gold,beige,1150,2014
4798,2003,Saturn,VUE,Base,SUV,automatic,ca,3.0,245594.0,red,gray,500,2014
4801,2002,Ford,Expedition,Eddie Bauer,SUV,automatic,ca,2.7,149484.0,red,tan,1000,2014
